CSCO,200802041002,[24.46:1.0],[24.4:1.0],[24.39:1.0],[24.37:1.0],[24.4:1.0],[24.43:1.0],[24.44:1.0],[24.4:1.0],[24.36:1.0],[24.3:1.0],[24.227:1.0],[24.26:1.0],[24.29:1.0],[24.3:1.0],[24.34:1.0],[24.3:1.0],[24.29:1.0],[24.28:1.0],[24.2099:1.0],[24.18:1.0],Prob:1.0
QTWW,200802041119,[0.5705:1.0],[0.575:1.0],[0.5745:1.0],[0.5705:1.0],[0.5706:1.0],[0.5706:1.0],[0.5706:1.0],[0.5706:1.0],[0.5707:1.0],[0.5706:1.0],[0.5706:1.0],[0.57:1.0],[0.57:1.0],[0.57:1.0],[0.5745:1.0],[0.57:1.0],[0.57:1.0],[0.5702:1.0],[0.5745:1.0],[0.5745:1.0],Prob:1.0
CSCO,200802041120,[23.98:1.0],[23.94:1.0],[23.93:1.0],[23.9:1.0],[23.87:1.0],[23.9199:1.0],[23.9727:1.0],[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],Prob:1.0
MSFT,200802041120,[30.56:1.0],[30.55:1.0],[30.55:1.0],[30.55:1.0],[30.52:1.0],[30.5178:1.0],[30.52:1.0],[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],Prob:1.0
CSCO,200802041121,[23.94:1.0],[23.93:1.0],[23.9:1.0],[23.87:1.0],[23.9199:1.0],[23.9727:1.0],[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],Prob:1.0
MSFT,200802041121,[30.55:1.0],[30.55:1.0],[30.55:1.0],[30.52:1.0],[30.5178:1.0],[30.52:1.0],[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],Prob:1.0
CSCO,200802041122,[23.93:1.0],[23.9:1.0],[23.87:1.0],[23.9199:1.0],[23.9727:1.0],[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],Prob:1.0
MSFT,200802041122,[30.55:1.0],[30.55:1.0],[30.52:1.0],[30.5178:1.0],[30.52:1.0],[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],[30.5288:1.0],Prob:1.0
QTWW,200802041122,[0.575:1.0],[0.5745:1.0],[0.5705:1.0],[0.5706:1.0],[0.5706:1.0],[0.5706:1.0],[0.5706:1.0],[0.5707:1.0],[0.5706:1.0],[0.5706:1.0],[0.57:1.0],[0.57:1.0],[0.57:1.0],[0.5745:1.0],[0.57:1.0],[0.57:1.0],[0.5702:1.0],[0.5745:1.0],[0.5745:1.0],[0.5702:1.0],Prob:1.0
CSCO,200802041123,[23.9:1.0],[23.87:1.0],[23.9199:1.0],[23.9727:1.0],[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],[24:1.0],Prob:1.0
MSFT,200802041123,[30.55:1.0],[30.52:1.0],[30.5178:1.0],[30.52:1.0],[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],[30.5288:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041124,[23.87:1.0],[23.9199:1.0],[23.9727:1.0],[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],[24:1.0],[24:1.0],Prob:1.0
MSFT,200802041124,[30.52:1.0],[30.5178:1.0],[30.52:1.0],[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],[30.5288:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041125,[23.9199:1.0],[23.9727:1.0],[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],[24:1.0],[24:1.0],[24:1.0],Prob:1.0
MSFT,200802041125,[30.5178:1.0],[30.52:1.0],[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],[30.5288:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041126,[23.9727:1.0],[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],[24:1.0],[24:1.0],[24:1.0],[24.007:1.0],Prob:1.0
MSFT,200802041126,[30.52:1.0],[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],[30.5288:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041127,[23.97:1.0],[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],[24:1.0],[24:1.0],[24:1.0],[24.007:1.0],[24.008:1.0],Prob:1.0
MSFT,200802041127,[30.4978:1.0],[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],[30.5288:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
CSCO,200802041128,[24.02:1.0],[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],[24:1.0],[24:1.0],[24:1.0],[24.007:1.0],[24.008:1.0],[24:1.0],Prob:1.0
MSFT,200802041128,[30.53:1.0],[30.54:1.0],[30.53:1.0],[30.53:1.0],[30.53:1.0],[30.51:1.0],[30.52:1.0],[30.5:1.0],[30.51:1.0],[30.52:1.0],[30.5299:1.0],[30.52:1.0],[30.5284:1.0],[30.5288:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],[30.51:1.0],Prob:1.0
QTWW,200802041128,[0.5745:1.0],[0.5705:1.0],[0.5706:1.0],[0.5706:1.0],[0.5706:1.0],[0.5706:1.0],[0.5707:1.0],[0.5706:1.0],[0.5706:1.0],[0.57:1.0],[0.57:1.0],[0.57:1.0],[0.5745:1.0],[0.57:1.0],[0.57:1.0],[0.5702:1.0],[0.5745:1.0],[0.5745:1.0],[0.5702:1.0],[0.57:1.0],Prob:1.0
CSCO,200802041129,[24.03:1.0],[24.02:1.0],[24.05:1.0],[24.04:1.0],[24.04:1.0],[24.05:1.0],[24.03:1.0],[24.045:1.0],[24.04:1.0],[24.01:1.0],[24:1.0],[23.995:1.0],[24.01:1.0],[24:1.0],[24:1.0],[24:1.0],[24.007:1.0],[24.008:1.0],[24:1.0],[24.01:1.0],Prob:1.0
QTWW,200802041407,[0.5709:1.0],[0.5795:1.0],[0.5795:1.0],[0.5719:1.0],[0.5795:1.0],[0.5794:1.0],[0.5794:1.0],[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041408,[23.92:1.0],[23.91:1.0],[23.89:1.0],[23.9:1.0],[23.895:1.0],[23.89:1.0],[23.9:1.0],[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],Prob:1.0
MSFT,200802041408,[30.61:1.0],[30.61:1.0],[30.62:1.0],[30.61:1.0],[30.61:1.0],[30.6:1.0],[30.6299:1.0],[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],Prob:1.0
QTWW,200802041408,[0.5795:1.0],[0.5795:1.0],[0.5719:1.0],[0.5795:1.0],[0.5794:1.0],[0.5794:1.0],[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041409,[23.91:1.0],[23.89:1.0],[23.9:1.0],[23.895:1.0],[23.89:1.0],[23.9:1.0],[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],Prob:1.0
MSFT,200802041409,[30.61:1.0],[30.62:1.0],[30.61:1.0],[30.61:1.0],[30.6:1.0],[30.6299:1.0],[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],Prob:1.0
CSCO,200802041410,[23.89:1.0],[23.9:1.0],[23.895:1.0],[23.89:1.0],[23.9:1.0],[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],Prob:1.0
MSFT,200802041410,[30.62:1.0],[30.61:1.0],[30.61:1.0],[30.6:1.0],[30.6299:1.0],[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],Prob:1.0
CSCO,200802041411,[23.9:1.0],[23.895:1.0],[23.89:1.0],[23.9:1.0],[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],Prob:1.0
MSFT,200802041411,[30.61:1.0],[30.61:1.0],[30.6:1.0],[30.6299:1.0],[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],Prob:1.0
QTWW,200802041411,[0.5795:1.0],[0.5719:1.0],[0.5795:1.0],[0.5794:1.0],[0.5794:1.0],[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041412,[23.895:1.0],[23.89:1.0],[23.9:1.0],[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],Prob:1.0
MSFT,200802041412,[30.61:1.0],[30.6:1.0],[30.6299:1.0],[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],Prob:1.0
CSCO,200802041413,[23.89:1.0],[23.9:1.0],[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],Prob:1.0
MSFT,200802041413,[30.6:1.0],[30.6299:1.0],[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],Prob:1.0
QTWW,200802041413,[0.5719:1.0],[0.5795:1.0],[0.5794:1.0],[0.5794:1.0],[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5711:1.0],Prob:1.0
CSCO,200802041414,[23.9:1.0],[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],Prob:1.0
MSFT,200802041414,[30.6299:1.0],[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],Prob:1.0
CSCO,200802041415,[23.89:1.0],[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041415,[30.62:1.0],[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],Prob:1.0
CSCO,200802041416,[23.9:1.0],[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],Prob:1.0
MSFT,200802041416,[30.67:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],Prob:1.0
CSCO,200802041417,[23.9:1.0],[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],Prob:1.0
MSFT,200802041417,[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],Prob:1.0
CSCO,200802041418,[23.89:1.0],[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041418,[30.7:1.0],[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],Prob:1.0
CSCO,200802041419,[23.88:1.0],[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],Prob:1.0
MSFT,200802041419,[30.67:1.0],[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],Prob:1.0
CSCO,200802041420,[23.895:1.0],[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],Prob:1.0
MSFT,200802041420,[30.67:1.0],[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],Prob:1.0
CSCO,200802041421,[23.9:1.0],[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],Prob:1.0
MSFT,200802041421,[30.6504:1.0],[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],Prob:1.0
CSCO,200802041422,[23.89:1.0],[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],Prob:1.0
MSFT,200802041422,[30.66:1.0],[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],Prob:1.0
CSCO,200802041423,[23.8911:1.0],[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],Prob:1.0
MSFT,200802041423,[30.69:1.0],[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],Prob:1.0
CSCO,200802041424,[23.89:1.0],[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],Prob:1.0
MSFT,200802041424,[30.69:1.0],[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],Prob:1.0
CSCO,200802041425,[23.8885:1.0],[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],Prob:1.0
MSFT,200802041425,[30.65:1.0],[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],Prob:1.0
QTWW,200802041425,[0.5795:1.0],[0.5794:1.0],[0.5794:1.0],[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5711:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041426,[23.88:1.0],[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],Prob:1.0
MSFT,200802041426,[30.68:1.0],[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],Prob:1.0
QTWW,200802041426,[0.5794:1.0],[0.5794:1.0],[0.579:1.0],[0.5768:1.0],[0.579:1.0],[0.579:1.0],[0.5788:1.0],[0.5785:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5707:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.575:1.0],[0.5711:1.0],[0.575:1.0],[0.575:1.0],Prob:1.0
CSCO,200802041427,[23.89:1.0],[23.8805:1.0],[23.89:1.0],[23.89:1.0],[23.89:1.0],[23.88:1.0],[23.86:1.0],[23.85:1.0],[23.84:1.0],[23.847:1.0],[23.85:1.0],[23.84:1.0],[23.845:1.0],[23.85:1.0],[23.87:1.0],[23.9:1.0],[23.91:1.0],[23.902:1.0],[23.91:1.0],[23.92:1.0],Prob:1.0
MSFT,200802041427,[30.67:1.0],[30.6615:1.0],[30.67:1.0],[30.68:1.0],[30.65:1.0],[30.68:1.0],[30.65:1.0],[30.66:1.0],[30.66:1.0],[30.6799:1.0],[30.67:1.0],[30.7:1.0],[30.67:1.0],[30.69:1.0],[30.6901:1.0],[30.69:1.0],[30.6999:1.0],[30.7:1.0],[30.6912:1.0],[30.69:1.0],Prob:1.0
